Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating ,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
4356,59,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Express,No,44,Credit Card,Fortnightly
4357,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,32,Debit Card,Bi-Weekly
4358,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,6,Credit Card,Quarterly
4359,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,19,Cash,Every 3 Months
4360,25,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,17,Bank Transfer,Every 3 Months
4361,46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Free Shipping,No,31,Bank Transfer,Monthly
4362,29,Other,Phone,Electronics,124.45,Los Angeles,,Green,Autumn,4,No,Standard,Yes,44,Cash,Weekly
4363,36,Female,Coat,Outerwear,59,Utah,S,Peach,Winter,2.7,No,Next Day Air,No,12,PayPal,Annually
4364,67,Other,Phone,Clothing,0,New York,XL,White,Summer,0,No,Express,Yes,0,Cash,Monthly
4365,41,Male,Bag,Accessories,0,Phoenix,L,Blue,Winter,3,Yes,Express,Yes,34,Cash,Quarterly
4366,66,Male,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.1,No,Standard,Yes,34,PayPal,Bi-Weekly
4367,20,Male,Shirt,Accessories,800.37,Phoenix,S,Black,Autumn,3,No,Standard,No,0,Debit Card,Weekly
4368,70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,15,Cash,Weekly
4369,60,Male,Bag,Accessories,1318.84,Phoenix,L,Blue,Winter,0,Yes,Standard,No,0,PayPal,Weekly
4370,53,Female,Shoes,Clothing,537.53,Los Angeles,L,Black,Winter,0,No,Standard,Yes,0,Cash,Monthly
4371,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,22,Venmo,Fortnightly
4372,28,Male,Gloves,Accessories,23,Washington,M,Blue,Summer,4.2,No,Free Shipping,Yes,13,Venmo,Bi-Weekly
4373,48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.4,No,Standard,No,25,PayPal,Fortnightly
4374,37,Male,Scarf,Accessories,75,Alabama,M,Purple,Winter,3.2,No,Next Day Air,Yes,23,Venmo,Bi-Weekly
4375,35,Female,Handbag,Accessories,65,Washington,M,Blue,Winter,2.7,No,2-Day Shipping,No,41,Venmo,Fortnightly
4376,57,Other,Shirt,Electronics,0,Phoenix,,Green,Summer,5,Yes,Standard,No,0,PayPal,Weekly
4377,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3,No,2-Day Shipping,Yes,29,Debit Card,Bi-Weekly
4378,57,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3,No,Store Pickup,No,36,Debit Card,Annually
4379,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,15,PayPal,Annually
4380,63,Female,Sunglasses,Accessories,34,Nebraska,S,Orange,Fall,3.4,No,Free Shipping,No,2,Bank Transfer,Monthly
4381,50,Male,Shoes,Footwear,59,New Hampshire,M,Gold,Summer,3.6,No,2-Day Shipping,Yes,16,Bank Transfer,Quarterly
4382,39,Male,Pants,Clothing,83,Oregon,M,Teal,Winter,4.1,No,Next Day Air,Yes,4,Cash,Every 3 Months
4383,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Next Day Air,Yes,21,Debit Card,Every 3 Months
4384,46,Male,Sneakers,Footwear,96,Alaska,M,Beige,Fall,4.6,No,Standard,Yes,8,Bank Transfer,Weekly
4385,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,3,Bank Transfer,Bi-Weekly
4386,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,39,Cash,Bi-Weekly
4387,32,Other,Watch,Accessories,0,New York,M,Blue,Autumn,1,Yes,Standard,Yes,0,PayPal,Monthly
4388,59,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,17,Debit Card,Annually
4389,28,Male,Shirt,Electronics,666.88,Los Angeles,,White,Winter,0,No,Standard,No,10,PayPal,Monthly
4390,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,Quarterly
4391,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Standard,Yes,19,Cash,Monthly
4392,57,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Standard,No,19,Venmo,Monthly
4393,20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,44,Venmo,Every 3 Months
4394,63,Female,Hoodie,Clothing,86,Louisiana,M,Orange,Fall,3.3,No,Standard,No,17,Debit Card,Annually
4395,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,24,Credit Card,Quarterly
4396,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,11,Cash,Weekly
4397,45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,11,Debit Card,Bi-Weekly
4398,57,Male,Handbag,Accessories,31,Missouri,M,Pink,Spring,4.8,Yes,2-Day Shipping,Yes,4,Cash,Quarterly
4399,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,27,PayPal,Every 3 Months
4400,21,Female,Socks,Clothing,75,Delaware,L,Orange,Winter,4.2,No,Store Pickup,No,27,Debit Card,Every 3 Months
4401,37,Male,Jacket,Outerwear,49,Kentucky,XL,Lavender,Fall,3.6,No,Free Shipping,Yes,24,Venmo,Weekly
4402,28,Male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,23,Credit Card,Bi-Weekly
4403,43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5,No,2-Day Shipping,No,41,Debit Card,Fortnightly
4404,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,25,Credit Card,Weekly
4405,63,Female,Laptop,Clothing,0,Phoenix,S,Red,Spring,4,Yes,Standard,Yes,0,PayPal,Monthly
4406,69,Male,Dress,Clothing,43,California,S,Lavender,Summer,3.5,No,Next Day Air,No,36,Venmo,Monthly
4407,33,Male,Laptop,Clothing,0,Houston,S,Blue,Summer,3,No,Express,Yes,32,Debit Card,Quarterly
4408,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,Annually
4409,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,43,Cash,Weekly
4410,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,43,Credit Card,Every 3 Months
4411,38,Female,Blouse,Clothing,39,Michigan,L,Peach,Spring,2.9,No,Next Day Air,No,36,PayPal,Annually
4412,46,Female,Belt,Accessories,49,New Mexico,S,Green,Summer,4.2,No,Express,No,20,Venmo,Annually
4413,61,Female,Shoes,Electronics,60.79,Phoenix,,White,Summer,0,Yes,Standard,No,0,Cash,Monthly
4414,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,28,PayPal,Fortnightly
4415,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5,No,Express,Yes,5,Venmo,Quarterly
4416,25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Standard,No,39,Venmo,Quarterly
4417,69,Male,Jewelry,Accessories,25,Vermont,M,Maroon,Summer,4.5,No,Store Pickup,No,28,Venmo,Every 3 Months
4418,29,Male,Belt,Accessories,31,Oregon,M,Indigo,Winter,4.6,No,2-Day Shipping,Yes,22,Cash,Fortnightly
4419,29,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,50,Venmo,Bi-Weekly
4420,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Standard,No,49,Bank Transfer,Weekly
4421,57,Male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3,No,Standard,No,23,PayPal,Weekly
4422,44,Female,Shoes,Accessories,0,Houston,L,White,Winter,5,Yes,Express,No,6,Debit Card,Weekly
4423,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,48,Bank Transfer,Every 3 Months
4424,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4,No,2-Day Shipping,No,35,Venmo,Monthly
4425,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,41,Debit Card,Weekly
4426,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,26,Credit Card,Weekly
4427,62,Female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Express,No,3,Bank Transfer,Bi-Weekly
4428,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,18,Credit Card,Annually
4429,69,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,3,Credit Card,Annually
4430,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,19,Debit Card,Weekly
4431,23,Male,Watch,Clothing,0,Los Angeles,XL,Green,Winter,0,No,Standard,Yes,24,Debit Card,Weekly
4432,69,Female,Shoes,Accessories,757.7,Phoenix,S,Black,Winter,4,No,Standard,No,35,Cash,Quarterly
4433,57,Female,Shirt,Accessories,1268.73,New York,S,Black,Autumn,0,No,Standard,Yes,33,PayPal,Monthly
4434,61,Female,Coat,Outerwear,95,Kentucky,M,Violet,Fall,3.7,No,Express,No,49,Venmo,Bi-Weekly
4435,43,Female,Shorts,Clothing,65,Utah,M,Maroon,Fall,4.3,No,Express,No,9,Cash,Weekly
4436,59,Male,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,No,Standard,Yes,42,Debit Card,Monthly
4437,28,Other,Shirt,Electronics,1419.5,Houston,,Black,Spring,3,No,Express,Yes,0,Credit Card,Quarterly
4438,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,Yes,26,Credit Card,Weekly
4439,32,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,No,Standard,No,34,Venmo,Monthly
4440,58,Female,Sweater,Clothing,52,California,M,Green,Winter,4.9,No,Standard,No,46,Venmo,Annually
4441,63,Male,Shirt,Electronics,0,Houston,,Blue,Spring,0,No,Express,Yes,30,Cash,Quarterly
4442,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,39,Venmo,Every 3 Months
4443,39,Other,Watch,Clothing,0,Phoenix,XL,Blue,Winter,0,No,Express,Yes,37,Debit Card,Weekly
4444,60,Male,Headphones,Clothing,267.25,Chicago,XL,Black,Autumn,5,Yes,Standard,No,0,Credit Card,Monthly
4445,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,19,Cash,Monthly
4446,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,32,PayPal,Weekly
4447,34,Female,Phone,Electronics,549.5,Phoenix,,Black,Autumn,0,Yes,Express,Yes,0,PayPal,Quarterly
4448,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,13,Venmo,Every 3 Months
4449,32,Female,Jewelry,Accessories,69,Washington,M,Gray,Fall,2.5,No,Next Day Air,No,20,Venmo,Monthly
4450,61,Male,Dress,Clothing,95,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,25,Bank Transfer,Monthly
4451,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4,No,Store Pickup,No,15,Venmo,Bi-Weekly
4452,60,Male,Sneakers,Footwear,51,Oregon,XL,Purple,Summer,3.8,No,Express,Yes,17,Bank Transfer,Annually
4453,26,Male,Shoes,Footwear,90,Utah,L,Brown,Winter,3.9,No,2-Day Shipping,Yes,1,Venmo,Weekly
4454,26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,No,Next Day Air,No,24,Credit Card,Quarterly
4455,45,Male,Bag,Clothing,0,Los Angeles,XL,Red,Summer,0,Yes,Standard,No,18,Debit Card,Monthly
4456,55,Other,Bag,Accessories,0,Phoenix,S,Red,Autumn,4,No,Express,Yes,33,Debit Card,Monthly
4457,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,50,Venmo,Every 3 Months
4458,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,5,Cash,Quarterly
4459,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,26,PayPal,Fortnightly
4460,53,Male,Blouse,Clothing,95,Wyoming,L,Violet,Winter,4.7,No,Free Shipping,No,50,Debit Card,Bi-Weekly
4461,61,Male,Belt,Accessories,48,Maryland,XL,Purple,Spring,3.2,No,2-Day Shipping,No,13,Credit Card,Annually
4462,58,Female,Skirt,Clothing,36,Wyoming,S,Magenta,Summer,3.3,No,Store Pickup,No,40,Debit Card,Quarterly
4463,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,33,Credit Card,Annually
4464,20,Male,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,10,Bank Transfer,Quarterly
4465,68,Male,T-shirt,Clothing,76,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,7,Venmo,Quarterly
4466,31,Male,Headphones,Clothing,0,Phoenix,S,White,Winter,0,Yes,Standard,No,0,Cash,Quarterly
4467,41,Female,Socks,Clothing,83,Maine,M,Gold,Summer,3.5,No,Next Day Air,No,17,Debit Card,Bi-Weekly
4468,54,Male,Blouse,Clothing,49,New Mexico,L,Purple,Spring,3,No,Express,Yes,20,Credit Card,Monthly
4469,69,Male,Bag,Clothing,982.87,Houston,XL,Red,Spring,4,No,Standard,No,24,PayPal,Monthly
4470,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,25,Venmo,Fortnightly
4471,47,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,Yes,35,Debit Card,Bi-Weekly
4472,29,Male,Bag,Electronics,0,Los Angeles,,Black,Summer,2,No,Standard,Yes,0,PayPal,Monthly
4473,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,5,Debit Card,Fortnightly
4474,40,Female,Hat,Accessories,41,Florida,S,Charcoal,Fall,3.3,No,Express,No,15,Cash,Every 3 Months
4475,45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,4.8,No,Next Day Air,No,11,Credit Card,Annually
4476,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,41,Debit Card,Every 3 Months
4477,70,Male,Shirt,Electronics,0,Los Angeles,,Green,Autumn,5,Yes,Express,Yes,6,Credit Card,Quarterly
4478,54,Male,Shoes,Electronics,666.08,New York,,White,Spring,2,Yes,Express,No,36,Debit Card,Weekly
4479,41,Male,Sunglasses,Accessories,42,Virginia,XL,Red,Fall,3.2,No,Free Shipping,No,22,Cash,Weekly
4480,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4,Yes,Standard,Yes,40,Debit Card,Annually
4481,59,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,10,PayPal,Fortnightly
4482,59,Female,Socks,Clothing,22,Ohio,M,Pink,Winter,3.3,No,Standard,No,17,PayPal,Annually
4483,30,Female,Socks,Clothing,77,Mississippi,M,Purple,Winter,3,No,Free Shipping,No,17,Venmo,Fortnightly
4484,50,Female,Shirt,Clothing,42,California,M,Gold,Summer,3,No,Standard,No,27,Bank Transfer,Weekly
4485,46,Other,Phone,Electronics,794.92,Phoenix,,Blue,Summer,3,No,Standard,Yes,14,Credit Card,Monthly
4486,39,Female,Sunglasses,Accessories,26,Louisiana,S,Turquoise,Winter,4.2,No,Next Day Air,No,22,Bank Transfer,Fortnightly
4487,38,Female,Headphones,Accessories,0,Los Angeles,L,Red,Winter,1,Yes,Express,Yes,25,Debit Card,Weekly
4488,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Store Pickup,No,13,Venmo,Annually
4489,60,Female,Backpack,Accessories,30,Nevada,M,Green,Summer,2.8,No,Next Day Air,No,3,Venmo,Every 3 Months
4490,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,15,Cash,Monthly
4491,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,21,Venmo,Annually
4492,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4,No,Express,No,42,Credit Card,Every 3 Months
4493,18,Other,Headphones,Electronics,577.19,Los Angeles,,Black,Spring,2,Yes,Express,Yes,0,Credit Card,Monthly
4494,53,Female,Handbag,Accessories,63,West Virginia,XL,Turquoise,Spring,2.9,No,2-Day Shipping,No,18,Credit Card,Every 3 Months
4495,53,Female,Scarf,Accessories,96,Tennessee,XL,Magenta,Fall,3.2,No,Standard,No,47,Debit Card,Annually
4496,36,Male,Blouse,Clothing,90,Wisconsin,L,Red,Summer,4,No,Express,Yes,47,PayPal,Quarterly
4497,18,Male,Skirt,Clothing,25,Minnesota,S,Magenta,Spring,4.2,No,Free Shipping,Yes,32,PayPal,Bi-Weekly
4498,27,Female,Sneakers,Footwear,73,Utah,L,Green,Spring,3.2,No,Express,No,3,Debit Card,Quarterly
4499,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4,Yes,Next Day Air,Yes,44,Bank Transfer,Fortnightly
4500,18,Male,Shirt,Accessories,0,New York,M,Red,Spring,1,No,Standard,Yes,0,Cash,Quarterly
4501,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Express,No,37,PayPal,Weekly
4502,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly
4503,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,4,Venmo,Annually
4504,53,Male,Dress,Clothing,38,Mississippi,XL,Lavender,Winter,4.7,Yes,2-Day Shipping,Yes,36,Venmo,Quarterly
4505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,26,PayPal,Annually
4506,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,3,PayPal,Every 3 Months
4507,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Store Pickup,No,7,Cash,Quarterly
4508,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,41,Venmo,Quarterly
4509,70,Female,Scarf,Accessories,72,Illinois,S,Turquoise,Spring,3.2,No,2-Day Shipping,No,1,Bank Transfer,Monthly
4510,45,Other,Shoes,Electronics,0,Houston,,Blue,Spring,0,Yes,Express,Yes,0,Cash,Monthly
4511,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,28,PayPal,Fortnightly
4512,36,Male,Boots,Footwear,93,Virginia,S,Teal,Winter,3.2,No,2-Day Shipping,Yes,41,Bank Transfer,Fortnightly
4513,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5,No,Express,No,8,PayPal,Monthly
4514,49,Male,Hoodie,Clothing,96,Virginia,M,Cyan,Summer,2.7,No,Free Shipping,No,35,Cash,Every 3 Months
4515,19,Male,Belt,Accessories,54,Nebraska,XL,Purple,Spring,3.2,No,Standard,Yes,23,Credit Card,Fortnightly
4516,30,Female,Sandals,Footwear,83,Michigan,S,Teal,Fall,2.9,No,Standard,No,23,PayPal,Every 3 Months
4517,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,3,PayPal,Annually
4518,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,3,Bank Transfer,Quarterly
4519,44,Female,Headphones,Electronics,0,Houston,,White,Autumn,3,No,Standard,Yes,0,Debit Card,Weekly
4520,59,Other,Shirt,Clothing,876.68,Chicago,L,Blue,Autumn,0,Yes,Express,Yes,0,PayPal,Monthly
4521,48,Male,Shoes,Footwear,46,Maine,M,Beige,Winter,3,No,Express,No,21,Bank Transfer,Annually
4522,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,37,Debit Card,Fortnightly
4523,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,18,Debit Card,Every 3 Months
4524,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,2-Day Shipping,No,25,Credit Card,Quarterly
4525,47,Male,Watch,Accessories,0,Phoenix,L,Black,Summer,0,Yes,Standard,No,33,Debit Card,Monthly
4526,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,48,Venmo,Quarterly
4527,60,Male,Hat,Accessories,60,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,28,Cash,Monthly
4528,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,Annually
4529,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,29,Venmo,Monthly
4530,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,No,Standard,Yes,50,Cash,Quarterly
4531,34,Female,Laptop,Clothing,0,Houston,S,Red,Summer,0,No,Standard,Yes,0,PayPal,Weekly
4532,54,Male,Belt,Accessories,90,Illinois,M,Blue,Winter,3.7,No,Free Shipping,Yes,12,Credit Card,Every 3 Months
4533,29,Other,Laptop,Clothing,326.75,New York,M,Blue,Spring,5,No,Standard,No,0,Debit Card,Weekly
4534,48,Male,Belt,Accessories,43,Delaware,M,Black,Winter,4.9,No,Store Pickup,Yes,49,Bank Transfer,Annually
4535,62,Male,Belt,Accessories,35,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,26,Venmo,Weekly
4536,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Express,No,11,Credit Card,Weekly
4537,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,18,PayPal,Weekly
4538,61,Female,Headphones,Accessories,0,Phoenix,M,Blue,Autumn,5,No,Express,Yes,3,Cash,Quarterly
4539,59,Male,Laptop,Accessories,0,New York,S,Green,Autumn,3,Yes,Express,No,28,PayPal,Monthly
4540,22,Female,Bag,Accessories,0,New York,M,Green,Summer,2,No,Standard,No,12,Credit Card,Weekly
4541,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,16,Debit Card,Weekly
4542,55,Other,Watch,Accessories,0,Phoenix,S,Red,Summer,0,No,Standard,No,0,Debit Card,Monthly
4543,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3,No,Next Day Air,No,41,Bank Transfer,Bi-Weekly
4544,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,31,Credit Card,Monthly
4545,36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,25,Venmo,Monthly
4546,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,41,Cash,Every 3 Months
4547,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Standard,No,23,Credit Card,Annually
4548,23,Other,Laptop,Electronics,1379.95,Los Angeles,,Red,Summer,4,No,Express,Yes,11,Debit Card,Monthly
4549,18,Male,Blouse,Clothing,35,New Hampshire,XL,Pink,Winter,2.6,No,Free Shipping,No,33,Debit Card,Quarterly
4550,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,9,PayPal,Every 3 Months
4551,38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,No,Free Shipping,No,6,Bank Transfer,Annually
4552,35,Female,Dress,Clothing,31,California,M,Gold,Winter,4.4,No,Free Shipping,No,4,Credit Card,Monthly
4553,65,Female,Hat,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,No,Store Pickup,No,29,Cash,Weekly
4554,62,Female,Shorts,Clothing,66,Oklahoma,M,Green,Winter,2.7,No,Express,No,13,Credit Card,Bi-Weekly
4555,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,50,Debit Card,Every 3 Months
4556,53,Other,Headphones,Clothing,0,Houston,XL,Blue,Spring,3,Yes,Standard,Yes,0,PayPal,Quarterly
4557,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,8,Venmo,Fortnightly
4558,28,Male,Scarf,Accessories,86,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,19,Credit Card,Weekly
4559,68,Other,Phone,Accessories,302.16,Los Angeles,M,Green,Spring,0,Yes,Standard,Yes,37,Cash,Quarterly
4560,25,Female,Laptop,Accessories,0,Phoenix,L,Blue,Autumn,0,Yes,Express,No,12,Credit Card,Quarterly
4561,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,30,Cash,Annually
4562,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,15,Credit Card,Every 3 Months
4563,28,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,No,Standard,Yes,14,Debit Card,Bi-Weekly
4564,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,29,Venmo,Monthly
4565,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,Store Pickup,No,49,PayPal,Annually
4566,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,37,Venmo,Bi-Weekly
4567,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,34,Credit Card,Monthly
4568,43,Male,Shoes,Accessories,0,Los Angeles,M,Green,Autumn,0,No,Express,Yes,0,PayPal,Quarterly
4569,41,Female,Sandals,Footwear,41,Iowa,M,Gray,Spring,4,No,2-Day Shipping,No,43,Venmo,Monthly
4570,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,47,Bank Transfer,Weekly
4571,35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3,No,2-Day Shipping,Yes,44,PayPal,Quarterly
4572,46,Other,Headphones,Clothing,1257.7,Phoenix,XL,White,Summer,0,Yes,Express,Yes,0,Cash,Quarterly
4573,25,Female,Sweater,Clothing,60,Wisconsin,M,Violet,Summer,3.5,No,Store Pickup,No,41,Cash,Quarterly
4574,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,2-Day Shipping,No,23,Cash,Quarterly
